_stratum,classification_method,condition_status,confidence,current_granularity,current_is_model_result,current_record_id,current_record_kind,current_relevance,current_series_id,current_source_kind,doi,duplicate_evidence_bindings,fallback_substitutions,fig_docling_index,figure_data_conditions,figure_image,first_failure_stage,ground_truth_basis,ground_truth_evidence_span,incorrect_conditions,kb_visible_conditions,manual_review_required,missing_conditions,over_broadcast_conditions,panel,paper_ground_truth_entity_kind,paper_id,pressure_in_caption,pressure_in_pressure_json,pressure_json_conditions,pressure_on_record_usable,printed_figure_number,recipe_conditions,record_id,records_conditions,resolved_conditions,responsible_code_path,root_cause_category,run_structure,sample_index,sample_or_run_id,sampling_stratum,series_label,source_caption,source_curve_n_points,source_pdf_page,supported_as_physical_experiment,underlying_case_key
unresolved_experiment_record|experimental,heuristic,"{""deposition_temperature"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.1039_c6dt03571j-F8a-18,unresolved_experiment_record,experimental,,vision-llm,10.1039_c6dt03571j,,species,9,"{""deposition_temperature"": ""225 °C""}",figures/fig_9.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter', 'purge_time']",True,,,a,unknown,10.1039_c6dt03571j,False,False,[],False,8,"{""temperature"": 225.0}",10.1039_c6dt03571j-F8a-18,"{""deposition_temperature"": ""225 °C""}","['deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter', 'purge_time']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,64,,unresolved_experiment_record|experimental,sample condition: Sputtered,Fig. 8 (a) XPS survey spectra of a ZnO /uniFB01 lm deposited on Si(100) at 225 °C both as introduced and after 1 min sputtering. (b) O 1s binding energy peaks (i) as introduced & (ii) after sputtering. (c) Zn 2p3/2 binding energy peaks (i) as introduced & (ii) after sputtering.,33,,uncertain,10.1039_c6dt03571j::F8::a::Sputtered
condition_axis|experimental,caption_inferred,"{""pressure"": ""hidden_by_fallback""}",0.9,single,False,10.1039_c7ra07722j-2-S3-P001,series_member_experiment,experimental,10.1039_c7ra07722j-2-S3,vision-llm,10.1039_c7ra07722j,,geometry,4,{},figures/fig_4.png,06_to_kb._dedup_pressures / ambiguity flagging,caption states the data are in-situ monitoring of a single run,in situ SE measurements while changing precursor or co-reactant dose times,,"['aspect_ratio', 'base_pressure', 'feature_height', 'feature_width', 'pulse_time', 'temperature']",False,pressure,,,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,2,"{""temperature"": 150.0}",10.1039_c7ra07722j-2-S3-P001,"{""temperature"": ""150 °C""}","['aspect_ratio', 'base_pressure', 'feature_height', 'feature_width', 'pulse_time', 'temperature']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,one_continuous_run,65,,condition_axis|experimental,,Fig. 2 Saturation curves for (a) thermal and (b) plasma-assisted ALD of Li2CO3 obtained at 150 /C14 C showing the self-limiting growth behavior of the ALD process. The solid line serves as a guide to the eye. Dotted lines indicate the chosen standard values and the corresponding growth per cycle. Note that the reaction time of H2O after dosing was kept at 4 s.,,,no,10.1039_c7ra07722j::F2::-::0
condition_axis|experimental,caption_inferred,"{""legend:200 °C"": ""bound_with_wrong_quantity"", ""pressure"": ""hidden_by_fallback""}",0.95,single,False,10.1039_c7ra07722j-3a-S7-P008,series_member_experiment,experimental,10.1039_c7ra07722j-3a-S7,vision-llm,10.1039_c7ra07722j,,geometry,5,{},figures/fig_5.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,"In situ thickness measurements by SE for plasma-assisted ALDof Li2CO3 at 50, 200, 275 a",,"['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width']",False,pressure,,a,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,3,"{""ncycles"": 400}",10.1039_c7ra07722j-3a-S7-P008,{},"['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,66,,condition_axis|experimental,process and temperature: Plasma 200 °C,"Fig. 3 (a) In situ thickness measurements by SE for plasma-assisted ALDof Li2CO3 at 50, 200, 275 and 300 /C14 Candthermal ALD of Li2CO3 at 150 /C14 C. The /uniFB01 lm growth between 50 and 200 /C14 C with plasma ALD was very similar (see ESI † ). (b) Growth per cycle as a function of process table temperature for both plasma-assisted (squares) and thermal (circles) ALD processes.",13,,no,10.1039_c7ra07722j::F3::a::Plasma 200 °C
condition_axis|experimental,caption_inferred,"{""pressure"": ""hidden_by_fallback""}",0.9,single,False,10.1039_c7ra07722j-3b-S10-P002,series_member_experiment,experimental,10.1039_c7ra07722j-3b-S10,vision-llm,10.1039_c7ra07722j,,geometry,5,{},figures/fig_5.png,06_to_kb._dedup_pressures / ambiguity flagging,caption states the data are in-situ monitoring of a single run,"In situ thickness measurements by SE for plasma-assisted ALDof Li2CO3 at 50, 200, 275 a",,"['aspect_ratio', 'base_pressure', 'deposition_temperature', 'feature_height', 'feature_width']",False,pressure,,b,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,3,"{""temperature"": 150}",10.1039_c7ra07722j-3b-S10-P002,{},"['aspect_ratio', 'base_pressure', 'deposition_temperature', 'feature_height', 'feature_width']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,one_continuous_run,67,,condition_axis|experimental,"measurement method and process: SE, thermal","Fig. 3 (a) In situ thickness measurements by SE for plasma-assisted ALDof Li2CO3 at 50, 200, 275 and 300 /C14 Candthermal ALD of Li2CO3 at 150 /C14 C. The /uniFB01 lm growth between 50 and 200 /C14 C with plasma ALD was very similar (see ESI † ). (b) Growth per cycle as a function of process table temperature for both plasma-assisted (squares) and thermal (circles) ALD processes.",6,,no,"10.1039_c7ra07722j::F3::b::SE, thermal"
condition_axis|experimental,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""legend:3 s"": ""bound_with_wrong_quantity"", ""pressure"": ""hidden_by_fallback""}",0.95,single,False,10.1039_c7ra07722j-5a-S13-P023,series_member_experiment,experimental,10.1039_c7ra07722j-5a-S13,vision-llm,10.1039_c7ra07722j,,geometry,7,"{""temperature"": ""300 °C""}",figures/fig_7.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using,,"['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",False,pressure,,a,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,5,"{""temperature"": 300.0, ""ncycles"": 230}",10.1039_c7ra07722j-5a-S13-P023,"{""temperature"": ""300 °C""}","['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,68,,condition_axis|experimental,plasma exposure time: 3 s plasma,Fig. 5 In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using di /uniFB00 erent O2 plasma exposure times.,41,,no,10.1039_c7ra07722j::F5::a::3 s plasma
condition_axis|experimental,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""legend:3 s"": ""bound_with_wrong_quantity"", ""pressure"": ""hidden_by_fallback""}",0.95,single,False,10.1039_c7ra07722j-5a-S13-P036,series_member_experiment,experimental,10.1039_c7ra07722j-5a-S13,vision-llm,10.1039_c7ra07722j,,geometry,7,"{""temperature"": ""300 °C""}",figures/fig_7.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using,,"['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",False,pressure,,a,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,5,"{""temperature"": 300.0, ""ncycles"": 360}",10.1039_c7ra07722j-5a-S13-P036,"{""temperature"": ""300 °C""}","['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,69,,condition_axis|experimental,plasma exposure time: 3 s plasma,Fig. 5 In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using di /uniFB00 erent O2 plasma exposure times.,41,,no,10.1039_c7ra07722j::F5::a::3 s plasma
condition_axis|experimental,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""legend:3 s"": ""bound_with_wrong_quantity"", ""pressure"": ""hidden_by_fallback""}",0.95,single,False,10.1039_c7ra07722j-5a-S13-P040,series_member_experiment,experimental,10.1039_c7ra07722j-5a-S13,vision-llm,10.1039_c7ra07722j,,geometry,7,"{""temperature"": ""300 °C""}",figures/fig_7.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using,,"['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",False,pressure,,a,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,5,"{""temperature"": 300.0, ""ncycles"": 400}",10.1039_c7ra07722j-5a-S13-P040,"{""temperature"": ""300 °C""}","['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,70,,condition_axis|experimental,plasma exposure time: 3 s plasma,Fig. 5 In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using di /uniFB00 erent O2 plasma exposure times.,41,,no,10.1039_c7ra07722j::F5::a::3 s plasma
condition_axis|experimental,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""legend:5 s"": ""bound_with_wrong_quantity"", ""pressure"": ""hidden_by_fallback""}",0.95,single,False,10.1039_c7ra07722j-5a-S14-P004,series_member_experiment,experimental,10.1039_c7ra07722j-5a-S14,vision-llm,10.1039_c7ra07722j,,geometry,7,"{""temperature"": ""300 °C""}",figures/fig_7.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using,,"['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",False,pressure,,a,measurement,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,5,"{""temperature"": 300.0, ""ncycles"": 40}",10.1039_c7ra07722j-5a-S14-P004,"{""temperature"": ""300 °C""}","['aspect_ratio', 'base_pressure', 'cycle_number', 'feature_height', 'feature_width', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,71,,condition_axis|experimental,plasma exposure time: 5 s plasma,Fig. 5 In situ SE thickness measurement for plasma-assisted ALD of Li2CO3 at 300 /C14 C using di /uniFB00 erent O2 plasma exposure times.,38,,no,10.1039_c7ra07722j::F5::a::5 s plasma
unresolved_experiment_record|experimental,heuristic,"{""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""hidden_by_fallback""}",0.9,unresolved,False,10.1039_c7ra07722j-F6b-22,unresolved_experiment_record,experimental,,vision-llm,10.1039_c7ra07722j,,geometry,8,"{""temperature"": ""150 °C""}",figures/fig_8.png,06_to_kb._dedup_pressures / ambiguity flagging,record kind unresolved_experiment_record not classifiable from local evidence,,,"['aspect_ratio', 'base_pressure', 'feature_height', 'feature_width', 'temperature']",True,pressure,,b,unknown,10.1039_c7ra07722j,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}]",False,6,"{""temperature"": 150.0}",10.1039_c7ra07722j-F6b-22,"{""temperature"": ""150 °C""}","['aspect_ratio', 'base_pressure', 'feature_height', 'feature_width', 'temperature']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,,72,,unresolved_experiment_record|experimental,,"Fig. 6 XPS (a) C 1s, (b) Li 1s and (c) O 1s spectra for Li2CO3 grown by thermal ALD at 150 /C14 C. The measured spectra (black line) and /uniFB01 tted peaks (blue and red) are plotted together. The obtained Li2CO3 stoichiometry is 33.0 at% Li, 17.7 at% C and 49.3 at% O.",13,,uncertain,10.1039_c7ra07722j::F6::b::0
coordinate_axis|model,caption_inferred,"{""cycle_number"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""pulse_time"": ""correctly_extracted_and_bound"", ""legend:100 nm"": ""correctly_extracted_and_bound"", ""pressure"": ""present_in_source_but_not_extracted"", ""feature_height"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,profile,True,10.1039_d0cp03358h-F10b-43,profile_experiment,model,,vision-llm,10.1039_d0cp03358h,temperature=300 x2;feature_height=100 x2,geometry;species,18,"{""cycle_number"": ""500"", ""temperature"": ""300 °C"", ""pulse_time"": ""0.10 s""}",figures/fig_18.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR chan,,"['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'pulse_time', 'temperature']",False,pressure,"feature_height@paper:[100.0, 500.0, 2000.0];precursor_molecular_diameter@paper:[0.265, 0.591]",b,simulation_run_or_profile,10.1039_d0cp03358h,True,False,[],False,10,"{""temperature"": 300, ""ncycles"": 500.0}",10.1039_d0cp03358h-F10b-43,"{""cycle_number"": ""500"", ""temperature"": ""300 °C"", ""pulse_time"": ""0.10 s""}","['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,73,,coordinate_axis|model,channel height: 100 nm,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Bottom row, varying number o",14,,no,10.1039_d0cp03358h::F10::b::100 nm
coordinate_axis|model,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""pulse_time"": ""correctly_extracted_and_bound"", ""legend:250 cycles"": ""correctly_extracted_and_bound"", ""pressure"": ""present_in_source_but_not_extracted"", ""feature_height"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,profile,True,10.1039_d0cp03358h-F10e-59,profile_experiment,model,,vision-llm,10.1039_d0cp03358h,temperature=300 x2,geometry;species,18,"{""temperature"": ""300 °C"", ""pulse_time"": ""0.10 s""}",figures/fig_18.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR chan,,"['cycle_number', 'feature_length', 'molecular_mass', 'pulse_time', 'temperature']",False,pressure,"feature_height@paper:[100.0, 500.0, 2000.0];precursor_molecular_diameter@paper:[0.265, 0.591]",e,simulation_run_or_profile,10.1039_d0cp03358h,True,False,[],False,10,"{""temperature"": 300, ""ncycles"": 250.0}",10.1039_d0cp03358h-F10e-59,"{""temperature"": ""300 °C"", ""pulse_time"": ""0.10 s""}","['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,74,,coordinate_axis|model,number of cycles: 250 cycles,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Bottom row, varying number o",10,,no,10.1039_d0cp03358h::F10::e::250 cycles
coordinate_axis|experimental,paper_verified,"{""number of cycles"": ""structured_but_not_bound"", ""channel height"": ""structured_but_not_bound"", ""feature_height"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.85,profile,False,10.1039_d0cp03358h-F8b-19,profile_experiment,experimental,,vision-llm,10.1039_d0cp03358h,feature_height=500 x2,geometry;species,14,"{""number of cycles"": ""500"", ""channel height"": ""500 nm""}",figures/fig_14.png,06_to_kb.to_experiments panel_ctrl,"spatial profile of one coated structure, kept as one record",sample 8,,"['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'temperature']",False,number of cycles=500(panel);channel height=500 nm(panel),"feature_height@paper:[100.0, 500.0, 2000.0];precursor_molecular_diameter@paper:[0.265, 0.591]",b,experimental_profile,10.1039_d0cp03358h,False,False,[],False,8,"{""temperature"": 300, ""ncycles"": 500.0}",10.1039_d0cp03358h-F8b-19,"{""number of cycles"": ""500"", ""channel height"": ""500 nm""}","['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments panel_ctrl / _num_cond,H,one_continuous_run,75,sample 8,coordinate_axis|experimental,sample: Sample 12,"Fig. 8 Repeatability of saturation profile measurement (a) for ALD Al2O3 film grown on a LHAR channel (sample 8 in Table 1) and reproducibility of ALD runs (b) for Al2O3 films made in 500 cycles on various LHAR channels, having the same design channel height of 500 nm and pillar design of v1b. Sample details are in Table 1.",31,,yes,10.1039_d0cp03358h::F8::b::Sample 12
coordinate_axis|experimental,paper_verified,"{""temperature"": ""correctly_extracted_and_bound"", ""cycle_number"": ""correctly_extracted_and_bound"", ""legend:2000 nm"": ""correctly_extracted_and_bound"", ""feature_height"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.85,profile,False,10.1039_d0cp03358h-F9b-25,profile_experiment,experimental,,vision-llm,10.1039_d0cp03358h,temperature=300 x2;feature_height=2000 x2,geometry;species,16,"{""temperature"": ""300 °C"", ""cycle_number"": 500}",figures/fig_16.png,10_pressure.pressure_facts -> paper-scope broadcast,"spatial profile of one coated structure, kept as one record","Sample 7, 8, and 9",,"['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'temperature']",False,,"feature_height@paper:[100.0, 500.0, 2000.0];precursor_molecular_diameter@paper:[0.265, 0.591]",b,experimental_profile,10.1039_d0cp03358h,False,False,[],False,9,"{""temperature"": 300, ""ncycles"": 500.0}",10.1039_d0cp03358h-F9b-25,"{""temperature"": ""300 °C"", ""cycle_number"": 500}","['cycle_number', 'feature_height', 'feature_length', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/10_pressure.py::pressure_facts + 06_to_kb base_ctrl,J,one_continuous_run,76,"Sample 7, 8, and 9",coordinate_axis|experimental,channel height: 2000 nm,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table 1 Series C). Bottom row, varying number of cycles N and constant channel height H of 500 nm: (d) as-",11,,yes,10.1039_d0cp03358h::F9::b::2000 nm
condition_axis|experimental,heuristic,"{""temperature"": ""correctly_extracted_and_bound"", ""cycle_number"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1039_d3dt01824e-3a-S2-P000,series_member_experiment,experimental,10.1039_d3dt01824e-3a-S2,vision-llm,10.1039_d3dt01824e,,geometry;species,6,"{""temperature"": ""200 °C"", ""cycle_number"": 1000}",figures/fig_6.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['aspect_ratio', 'cycle_number', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'temperature']",True,,,a,unknown,10.1039_d3dt01824e,False,False,[],False,3,"{""temperature"": 200.0, ""ncycles"": 1000.0}",10.1039_d3dt01824e-3a-S2-P000,"{""temperature"": ""200 °C"", ""cycle_number"": 1000}","['aspect_ratio', 'cycle_number', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'temperature']",,,undetermined,77,,condition_axis|experimental,substrate: Si,Fig. 3 Dependence of Er2O3 /uniFB01 lm growth rate on the water pulse length. Si(100) and SiO2 substrates were used at 200 °C with 1000 growth cycles.,3,,uncertain,10.1039_d3dt01824e::F3::a::Si
condition_axis|experimental,caption_inferred,{},0.6,single,False,10.1039_d3dt01824e-4a-S5-P001,series_member_experiment,experimental,10.1039_d3dt01824e-4a-S5,vision-llm,10.1039_d3dt01824e,,geometry;species,7,{},figures/fig_7.png,none_detected,growth vs temperature: one deposition per temperature,as a function of deposition temperature,,"['aspect_ratio', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",False,,,a,experimental_case,10.1039_d3dt01824e,False,False,[],False,4,"{""temperature"": 175}",10.1039_d3dt01824e-4a-S5-P001,{},"['aspect_ratio', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",,,separate_depositions,78,,condition_axis|experimental,substrate: SiO2,Fig. 4 Dependence of Er2O3 /uniFB01 lm growth rate on Si(100) and SiO2 substrates as a function of deposition temperature.,6,,yes,10.1039_d3dt01824e::F4::a::SiO2
unresolved_experiment_record|experimental,heuristic,"{""temperature"": ""correctly_extracted_and_bound"", ""cycle_number"": ""correctly_extracted_and_bound"", ""legend:0 min"": ""present_in_source_but_not_extracted""}",0.7,unresolved,False,10.1039_d3dt01824e-F8a-10,unresolved_experiment_record,experimental,,vision-llm,10.1039_d3dt01824e,,geometry;species,11,"{""temperature"": ""200 °C"", ""cycle_number"": ""1500""}",figures/fig_11.png,05_figure_extract (legend value not structured),record kind unresolved_experiment_record not classifiable from local evidence,,,"['aspect_ratio', 'cycle_number', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,legend 0 min,,a,unknown,10.1039_d3dt01824e,False,False,[],False,8,"{""temperature"": 200.0, ""ncycles"": 1500.0}",10.1039_d3dt01824e-F8a-10,"{""temperature"": ""200 °C"", ""cycle_number"": ""1500""}","['aspect_ratio', 'cycle_number', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/05_figure_extract.py::VISION_SCHEMA (series_axis/conditions),A,,79,,unresolved_experiment_record|experimental,etching time: ET=0 min,"Fig. 8 High-resolution XPS spectra of Er 4d5/2 (a), O 1s (b), C 1s (c) of the Er2O3 thin /uniFB01 lm grown on a Si(100) at a substrate temperature of 200 °C with 1500 cycles at various Ar ion etching times (ETs).",20,,uncertain,10.1039_d3dt01824e::F8::a::ET=0 min
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1039_d3ra05217f-3a-S1-P011,series_member_experiment,experimental,10.1039_d3ra05217f-3a-S1,vision-llm,10.1039_d3ra05217f,,species,7,"{""pressure"": ""10 Torr""}",figures/fig_7.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['generic_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,,,a,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",True,3,"{""temperature"": 200.0}",10.1039_d3ra05217f-3a-S1-P011,"{""pressure"": ""10 Torr""}","['generic_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,80,,condition_axis|experimental,precursor: Y(EtCp)3,Fig. 3 (a) TGA curves for Y( s BuCp)3 and conventional precursors Y(EtCp)3 and Y( n BuCp)3 (b) DSC thermograms of Y( s BuCp)3 and conventional precursors Y(EtCp)3 and Y( n BuCp)3.,20,,uncertain,10.1039_d3ra05217f::F3::a::Y(EtCp)3
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1039_d3ra05217f-3a-S1-P013,series_member_experiment,experimental,10.1039_d3ra05217f-3a-S1,vision-llm,10.1039_d3ra05217f,,species,7,"{""pressure"": ""10 Torr""}",figures/fig_7.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['generic_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,,,a,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",True,3,"{""temperature"": 230.0}",10.1039_d3ra05217f-3a-S1-P013,"{""pressure"": ""10 Torr""}","['generic_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,81,,condition_axis|experimental,precursor: Y(EtCp)3,Fig. 3 (a) TGA curves for Y( s BuCp)3 and conventional precursors Y(EtCp)3 and Y( n BuCp)3 (b) DSC thermograms of Y( s BuCp)3 and conventional precursors Y(EtCp)3 and Y( n BuCp)3.,20,,uncertain,10.1039_d3ra05217f::F3::a::Y(EtCp)3
condition_axis|experimental,heuristic,"{""pressure"": ""present_in_source_but_not_extracted""}",0.95,single,False,10.1039_d3ra05217f-3b-S6-P003,series_member_experiment,experimental,10.1039_d3ra05217f-3b-S6,vision-llm,10.1039_d3ra05217f,,species,7,{},figures/fig_7.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,,b,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",False,3,"{""temperature"": 65.0}",10.1039_d3ra05217f-3b-S6-P003,{},"['molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,82,,condition_axis|experimental,precursor: Y(EtCp)3,Fig. 3 (a) TGA curves for Y( s BuCp)3 and conventional precursors Y(EtCp)3 and Y( n BuCp)3 (b) DSC thermograms of Y( s BuCp)3 and conventional precursors Y(EtCp)3 and Y( n BuCp)3.,12,,uncertain,10.1039_d3ra05217f::F3::b::Y(EtCp)3
